student_id,week,day,date,status
STU0003,8,Thu,2025-02-21,Late
STU0003,8,Fri,2025-02-22,Present
STU0003,9,Mon,2025-02-25,Present
STU0003,9,Tue,2025-02-26,Absent
STU0003,9,Wed,2025-02-27,Present
STU0003,9,Thu,2025-02-28,Present
STU0003,9,Fri,2025-03-01,Present
STU0003,10,Mon,2025-03-04,Present
STU0003,10,Tue,2025-03-05,Present
STU0003,10,Wed,2025-03-06,Present
STU0003,10,Thu,2025-03-07,Late
STU0003,10,Fri,2025-03-08,Present
STU0003,11,Mon,2025-03-11,Present
STU0003,11,Tue,2025-03-12,Present
STU0003,11,Wed,2025-03-13,Present
STU0003,11,Thu,2025-03-14,Absent
STU0003,11,Fri,2025-03-15,Absent
STU0003,12,Mon,2025-03-18,Present
STU0003,12,Tue,2025-03-19,Present
STU0003,12,Wed,2025-03-20,Present
STU0003,12,Thu,2025-03-21,Present
STU0003,12,Fri,2025-03-22,Absent
STU0004,1,Mon,2024-12-31,Absent
STU0004,1,Tue,2025-01-01,Absent
STU0004,1,Wed,2025-01-02,Present
STU0004,1,Thu,2025-01-03,Absent
STU0004,1,Fri,2025-01-04,Late
STU0004,2,Mon,2025-01-07,Excused
STU0004,2,Tue,2025-01-08,Present
STU0004,2,Wed,2025-01-09,Absent
STU0004,2,Thu,2025-01-10,Present
STU0004,2,Fri,2025-01-11,Present
STU0004,3,Mon,2025-01-14,Late
STU0004,3,Tue,2025-01-15,Absent
STU0004,3,Wed,2025-01-16,Absent
STU0004,3,Thu,2025-01-17,Late
STU0004,3,Fri,2025-01-18,Late
STU0004,4,Mon,2025-01-21,Present
STU0004,4,Tue,2025-01-22,Absent
STU0004,4,Wed,2025-01-23,Present
STU0004,4,Thu,2025-01-24,Absent
STU0004,4,Fri,2025-01-25,Excused
STU0004,5,Mon,2025-01-28,Absent
STU0004,5,Tue,2025-01-29,Absent
STU0004,5,Wed,2025-01-30,Present
STU0004,5,Thu,2025-01-31,Present
STU0004,5,Fri,2025-02-01,Present
STU0004,6,Mon,2025-02-04,Excused
STU0004,6,Tue,2025-02-05,Present
STU0004,6,Wed,2025-02-06,Absent
STU0004,6,Thu,2025-02-07,Present
STU0004,6,Fri,2025-02-08,Present
STU0004,7,Mon,2025-02-11,Late
STU0004,7,Tue,2025-02-12,Present
STU0004,7,Wed,2025-02-13,Absent
STU0004,7,Thu,2025-02-14,Excused
STU0004,7,Fri,2025-02-15,Present
STU0004,8,Mon,2025-02-18,Present
STU0004,8,Tue,2025-02-19,Present
STU0004,8,Wed,2025-02-20,Absent
STU0004,8,Thu,2025-02-21,Absent
STU0004,8,Fri,2025-02-22,Late
STU0004,9,Mon,2025-02-25,Absent
STU0004,9,Tue,2025-02-26,Present
STU0004,9,Wed,2025-02-27,Present
STU0004,9,Thu,2025-02-28,Present
STU0004,9,Fri,2025-03-01,Absent
STU0004,10,Mon,2025-03-04,Absent
STU0004,10,Tue,2025-03-05,Present
STU0004,10,Wed,2025-03-06,Absent
STU0004,10,Thu,2025-03-07,Absent
STU0004,10,Fri,2025-03-08,Present
STU0004,11,Mon,2025-03-11,Present
STU0004,11,Tue,2025-03-12,Present
STU0004,11,Wed,2025-03-13,Absent
STU0004,11,Thu,2025-03-14,Present
STU0004,11,Fri,2025-03-15,Absent
STU0004,12,Mon,2025-03-18,Absent
STU0004,12,Tue,2025-03-19,Present
STU0004,12,Wed,2025-03-20,Present
STU0004,12,Thu,2025-03-21,Present
STU0004,12,Fri,2025-03-22,Absent
STU0005,1,Mon,2024-12-31,Absent
STU0005,1,Tue,2025-01-01,Absent
STU0005,1,Wed,2025-01-02,Present
STU0005,1,Thu,2025-01-03,Absent
STU0005,1,Fri,2025-01-04,Present
STU0005,2,Mon,2025-01-07,Present
STU0005,2,Tue,2025-01-08,Absent
STU0005,2,Wed,2025-01-09,Absent
STU0005,2,Thu,2025-01-10,Excused
STU0005,2,Fri,2025-01-11,Present
STU0005,3,Mon,2025-01-14,Present
STU0005,3,Tue,2025-01-15,Absent
STU0005,3,Wed,2025-01-16,Present
STU0005,3,Thu,2025-01-17,Excused
STU0005,3,Fri,2025-01-18,Present
STU0005,4,Mon,2025-01-21,Present
STU0005,4,Tue,2025-01-22,Present
STU0005,4,Wed,2025-01-23,Excused
STU0005,4,Thu,2025-01-24,Absent
STU0005,4,Fri,2025-01-25,Present
STU0005,5,Mon,2025-01-28,Absent
STU0005,5,Tue,2025-01-29,Present
STU0005,5,Wed,2025-01-30,Present
STU0005,5,Thu,2025-01-31,Present
STU0005,5,Fri,2025-02-01,Excused
STU0005,6,Mon,2025-02-04,Present
STU0005,6,Tue,2025-02-05,Present
STU0005,6,Wed,2025-02-06,Absent
STU0005,6,Thu,2025-02-07,Present
STU0005,6,Fri,2025-02-08,Absent
STU0005,7,Mon,2025-02-11,Absent
STU0005,7,Tue,2025-02-12,Absent
STU0005,7,Wed,2025-02-13,Present
STU0005,7,Thu,2025-02-14,Absent
STU0005,7,Fri,2025-02-15,Late
STU0005,8,Mon,2025-02-18,Present
STU0005,8,Tue,2025-02-19,Present
STU0005,8,Wed,2025-02-20,Absent
STU0005,8,Thu,2025-02-21,Excused
STU0005,8,Fri,2025-02-22,Present
STU0005,9,Mon,2025-02-25,Absent
STU0005,9,Tue,2025-02-26,Present
STU0005,9,Wed,2025-02-27,Absent
STU0005,9,Thu,2025-02-28,Present
STU0005,9,Fri,2025-03-01,Present
STU0005,10,Mon,2025-03-04,Late
STU0005,10,Tue,2025-03-05,Present
STU0005,10,Wed,2025-03-06,Present
STU0005,10,Thu,2025-03-07,Absent
STU0005,10,Fri,2025-03-08,Excused
STU0005,11,Mon,2025-03-11,Present
STU0005,11,Tue,2025-03-12,Present
STU0005,11,Wed,2025-03-13,Absent
STU0005,11,Thu,2025-03-14,Present
STU0005,11,Fri,2025-03-15,Present
STU0005,12,Mon,2025-03-18,Absent
STU0005,12,Tue,2025-03-19,Present
STU0005,12,Wed,2025-03-20,Absent
STU0005,12,Thu,2025-03-21,Absent
STU0005,12,Fri,2025-03-22,Present
STU0006,1,Mon,2024-12-31,Absent
STU0006,1,Tue,2025-01-01,Present
STU0006,1,Wed,2025-01-02,Absent
STU0006,1,Thu,2025-01-03,Present
STU0006,1,Fri,2025-01-04,Present
STU0006,2,Mon,2025-01-07,Present
STU0006,2,Tue,2025-01-08,Present
STU0006,2,Wed,2025-01-09,Present
STU0006,2,Thu,2025-01-10,Late
STU0006,2,Fri,2025-01-11,Absent
STU0006,3,Mon,2025-01-14,Present
STU0006,3,Tue,2025-01-15,Late
STU0006,3,Wed,2025-01-16,Excused
STU0006,3,Thu,2025-01-17,Late
STU0006,3,Fri,2025-01-18,Excused
STU0006,4,Mon,2025-01-21,Present
STU0006,4,Tue,2025-01-22,Excused
STU0006,4,Wed,2025-01-23,Present
STU0006,4,Thu,2025-01-24,Absent
STU0006,4,Fri,2025-01-25,Present
STU0006,5,Mon,2025-01-28,Present
STU0006,5,Tue,2025-01-29,Present
STU0006,5,Wed,2025-01-30,Absent
STU0006,5,Thu,2025-01-31,Present
STU0006,5,Fri,2025-02-01,Present
STU0006,6,Mon,2025-02-04,Absent
STU0006,6,Tue,2025-02-05,Present
STU0006,6,Wed,2025-02-06,Present
STU0006,6,Thu,2025-02-07,Present
STU0006,6,Fri,2025-02-08,Present
STU0006,7,Mon,2025-02-11,Absent
STU0006,7,Tue,2025-02-12,Present
STU0006,7,Wed,2025-02-13,Absent
STU0006,7,Thu,2025-02-14,Late
STU0006,7,Fri,2025-02-15,Present
STU0006,8,Mon,2025-02-18,Absent
STU0006,8,Tue,2025-02-19,Absent
STU0006,8,Wed,2025-02-20,Present
STU0006,8,Thu,2025-02-21,Present
STU0006,8,Fri,2025-02-22,Late
STU0006,9,Mon,2025-02-25,Present
STU0006,9,Tue,2025-02-26,Present
STU0006,9,Wed,2025-02-27,Absent
STU0006,9,Thu,2025-02-28,Present
STU0006,9,Fri,2025-03-01,Late
STU0006,10,Mon,2025-03-04,Present
STU0006,10,Tue,2025-03-05,Absent
STU0006,10,Wed,2025-03-06,Present
STU0006,10,Thu,2025-03-07,Present
STU0006,10,Fri,2025-03-08,Absent
STU0006,11,Mon,2025-03-11,Present
STU0006,11,Tue,2025-03-12,Excused
STU0006,11,Wed,2025-03-13,Present
STU0006,11,Thu,2025-03-14,Present
STU0006,11,Fri,2025-03-15,Present
STU0006,12,Mon,2025-03-18,Absent
STU0006,12,Tue,2025-03-19,Present
STU0006,12,Wed,2025-03-20,Present
STU0006,12,Thu,2025-03-21,Present
STU0006,12,Fri,2025-03-22,Present
STU0007,1,Mon,2024-12-31,Present
STU0007,1,Tue,2025-01-01,Absent
STU0007,1,Wed,2025-01-02,Present
STU0007,1,Thu,2025-01-03,Present
STU0007,1,Fri,2025-01-04,Present
STU0007,2,Mon,2025-01-07,Present
STU0007,2,Tue,2025-01-08,Present
STU0007,2,Wed,2025-01-09,Late
STU0007,2,Thu,2025-01-10,Absent
STU0007,2,Fri,2025-01-11,Absent
STU0007,3,Mon,2025-01-14,Present
STU0007,3,Tue,2025-01-15,Absent
STU0007,3,Wed,2025-01-16,Present
STU0007,3,Thu,2025-01-17,Present
STU0007,3,Fri,2025-01-18,Absent
STU0007,4,Mon,2025-01-21,Absent
STU0007,4,Tue,2025-01-22,Present
STU0007,4,Wed,2025-01-23,Present
STU0007,4,Thu,2025-01-24,Absent
STU0007,4,Fri,2025-01-25,Late
STU0007,5,Mon,2025-01-28,Present
STU0007,5,Tue,2025-01-29,Present
STU0007,5,Wed,2025-01-30,Absent
STU0007,5,Thu,2025-01-31,Absent
STU0007,5,Fri,2025-02-01,Present
STU0007,6,Mon,2025-02-04,Present
STU0007,6,Tue,2025-02-05,Absent
STU0007,6,Wed,2025-02-06,Absent
STU0007,6,Thu,2025-02-07,Present
STU0007,6,Fri,2025-02-08,Present
STU0007,7,Mon,2025-02-11,Present
STU0007,7,Tue,2025-02-12,Present
STU0007,7,Wed,2025-02-13,Present
STU0007,7,Thu,2025-02-14,Absent
STU0007,7,Fri,2025-02-15,Absent
STU0007,8,Mon,2025-02-18,Present
STU0007,8,Tue,2025-02-19,Present
STU0007,8,Wed,2025-02-20,Absent
STU0007,8,Thu,2025-02-21,Excused
STU0007,8,Fri,2025-02-22,Absent
STU0007,9,Mon,2025-02-25,Absent
STU0007,9,Tue,2025-02-26,Present
STU0007,9,Wed,2025-02-27,Present
STU0007,9,Thu,2025-02-28,Present
STU0007,9,Fri,2025-03-01,Excused
STU0007,10,Mon,2025-03-04,Absent
STU0007,10,Tue,2025-03-05,Late
STU0007,10,Wed,2025-03-06,Present
STU0007,10,Thu,2025-03-07,Present
STU0007,10,Fri,2025-03-08,Present
STU0007,11,Mon,2025-03-11,Present
STU0007,11,Tue,2025-03-12,Present
STU0007,11,Wed,2025-03-13,Present
STU0007,11,Thu,2025-03-14,Absent
STU0007,11,Fri,2025-03-15,Present
STU0007,12,Mon,2025-03-18,Present
STU0007,12,Tue,2025-03-19,Absent
STU0007,12,Wed,2025-03-20,Present
STU0007,12,Thu,2025-03-21,Present
STU0007,12,Fri,2025-03-22,Absent
STU0008,1,Mon,2024-12-31,Absent
STU0008,1,Tue,2025-01-01,Present
STU0008,1,Wed,2025-01-02,Late
STU0008,1,Thu,2025-01-03,Present
STU0008,1,Fri,2025-01-04,Present
STU0008,2,Mon,2025-01-07,Present
STU0008,2,Tue,2025-01-08,Present
STU0008,2,Wed,2025-01-09,Present
STU0008,2,Thu,2025-01-10,Present
STU0008,2,Fri,2025-01-11,Absent
STU0008,3,Mon,2025-01-14,Absent
STU0008,3,Tue,2025-01-15,Present
STU0008,3,Wed,2025-01-16,Present
STU0008,3,Thu,2025-01-17,Present
STU0008,3,Fri,2025-01-18,Late
STU0008,4,Mon,2025-01-21,Present
STU0008,4,Tue,2025-01-22,Present
STU0008,4,Wed,2025-01-23,Present
STU0008,4,Thu,2025-01-24,Absent
STU0008,4,Fri,2025-01-25,Late
STU0008,5,Mon,2025-01-28,Present
STU0008,5,Tue,2025-01-29,Present
STU0008,5,Wed,2025-01-30,Present
STU0008,5,Thu,2025-01-31,Absent
STU0008,5,Fri,2025-02-01,Present
STU0008,6,Mon,2025-02-04,Present
STU0008,6,Tue,2025-02-05,Absent
STU0008,6,Wed,2025-02-06,Present
STU0008,6,Thu,2025-02-07,Present
STU0008,6,Fri,2025-02-08,Present
STU0008,7,Mon,2025-02-11,Present
STU0008,7,Tue,2025-02-12,Present
STU0008,7,Wed,2025-02-13,Present
STU0008,7,Thu,2025-02-14,Present
STU0008,7,Fri,2025-02-15,Present
STU0008,8,Mon,2025-02-18,Present
STU0008,8,Tue,2025-02-19,Absent
STU0008,8,Wed,2025-02-20,Present
STU0008,8,Thu,2025-02-21,Present
STU0008,8,Fri,2025-02-22,Late
STU0008,9,Mon,2025-02-25,Late
STU0008,9,Tue,2025-02-26,Absent
STU0008,9,Wed,2025-02-27,Present
STU0008,9,Thu,2025-02-28,Present
STU0008,9,Fri,2025-03-01,Present
STU0008,10,Mon,2025-03-04,Late
STU0008,10,Tue,2025-03-05,Absent
STU0008,10,Wed,2025-03-06,Late
STU0008,10,Thu,2025-03-07,Late
STU0008,10,Fri,2025-03-08,Present
STU0008,11,Mon,2025-03-11,Present
STU0008,11,Tue,2025-03-12,Present
STU0008,11,Wed,2025-03-13,Present
STU0008,11,Thu,2025-03-14,Present
STU0008,11,Fri,2025-03-15,Present
STU0008,12,Mon,2025-03-18,Present
STU0008,12,Tue,2025-03-19,Present
STU0008,12,Wed,2025-03-20,Present
STU0008,12,Thu,2025-03-21,Late
STU0008,12,Fri,2025-03-22,Present
STU0009,1,Mon,2024-12-31,Absent
STU0009,1,Tue,2025-01-01,Late
STU0009,1,Wed,2025-01-02,Present
STU0009,1,Thu,2025-01-03,Excused
STU0009,1,Fri,2025-01-04,Present
STU0009,2,Mon,2025-01-07,Present
STU0009,2,Tue,2025-01-08,Absent
STU0009,2,Wed,2025-01-09,Absent
STU0009,2,Thu,2025-01-10,Present
STU0009,2,Fri,2025-01-11,Present
STU0009,3,Mon,2025-01-14,Present
STU0009,3,Tue,2025-01-15,Present
STU0009,3,Wed,2025-01-16,Present
STU0009,3,Thu,2025-01-17,Absent
STU0009,3,Fri,2025-01-18,Absent
STU0009,4,Mon,2025-01-21,Excused
STU0009,4,Tue,2025-01-22,Present
STU0009,4,Wed,2025-01-23,Present
STU0009,4,Thu,2025-01-24,Late
STU0009,4,Fri,2025-01-25,Absent
STU0009,5,Mon,2025-01-28,Absent
STU0009,5,Tue,2025-01-29,Late
STU0009,5,Wed,2025-01-30,Present
STU0009,5,Thu,2025-01-31,Absent
STU0009,5,Fri,2025-02-01,Present
STU0009,6,Mon,2025-02-04,Present
STU0009,6,Tue,2025-02-05,Absent
STU0009,6,Wed,2025-02-06,Excused
STU0009,6,Thu,2025-02-07,Present
STU0009,6,Fri,2025-02-08,Present
STU0009,7,Mon,2025-02-11,Present
STU0009,7,Tue,2025-02-12,Absent
STU0009,7,Wed,2025-02-13,Absent
STU0009,7,Thu,2025-02-14,Present
STU0009,7,Fri,2025-02-15,Present
STU0009,8,Mon,2025-02-18,Absent
STU0009,8,Tue,2025-02-19,Absent
STU0009,8,Wed,2025-02-20,Present
STU0009,8,Thu,2025-02-21,Present
STU0009,8,Fri,2025-02-22,Present
STU0009,9,Mon,2025-02-25,Present
STU0009,9,Tue,2025-02-26,Present
STU0009,9,Wed,2025-02-27,Absent
STU0009,9,Thu,2025-02-28,Present
STU0009,9,Fri,2025-03-01,Late
STU0009,10,Mon,2025-03-04,Present
STU0009,10,Tue,2025-03-05,Absent
STU0009,10,Wed,2025-03-06,Late
STU0009,10,Thu,2025-03-07,Present
STU0009,10,Fri,2025-03-08,Absent
STU0009,11,Mon,2025-03-11,Present
STU0009,11,Tue,2025-03-12,Present
STU0009,11,Wed,2025-03-13,Excused
STU0009,11,Thu,2025-03-14,Absent
STU0009,11,Fri,2025-03-15,Present
STU0009,12,Mon,2025-03-18,Present
STU0009,12,Tue,2025-03-19,Present
STU0009,12,Wed,2025-03-20,Present
STU0009,12,Thu,2025-03-21,Absent
STU0009,12,Fri,2025-03-22,Present
STU0010,1,Mon,2024-12-31,Excused
STU0010,1,Tue,2025-01-01,Present
STU0010,1,Wed,2025-01-02,Absent
STU0010,1,Thu,2025-01-03,Present
STU0010,1,Fri,2025-01-04,Present
STU0010,2,Mon,2025-01-07,Absent
STU0010,2,Tue,2025-01-08,Absent
STU0010,2,Wed,2025-01-09,Present
STU0010,2,Thu,2025-01-10,Present
STU0010,2,Fri,2025-01-11,Absent
STU0010,3,Mon,2025-01-14,Absent
STU0010,3,Tue,2025-01-15,Absent
STU0010,3,Wed,2025-01-16,Present
STU0010,3,Thu,2025-01-17,Absent
STU0010,3,Fri,2025-01-18,Present
STU0010,4,Mon,2025-01-21,Absent
STU0010,4,Tue,2025-01-22,Absent
STU0010,4,Wed,2025-01-23,Absent
STU0010,4,Thu,2025-01-24,Present
STU0010,4,Fri,2025-01-25,Present
STU0010,5,Mon,2025-01-28,Present
STU0010,5,Tue,2025-01-29,Excused
STU0010,5,Wed,2025-01-30,Absent
STU0010,5,Thu,2025-01-31,Present
STU0010,5,Fri,2025-02-01,Present
STU0010,6,Mon,2025-02-04,Present
STU0010,6,Tue,2025-02-05,Absent
STU0010,6,Wed,2025-02-06,Absent
STU0010,6,Thu,2025-02-07,Present
STU0010,6,Fri,2025-02-08,Present
STU0010,7,Mon,2025-02-11,Absent
STU0010,7,Tue,2025-02-12,Absent
STU0010,7,Wed,2025-02-13,Present
STU0010,7,Thu,2025-02-14,Present
STU0010,7,Fri,2025-02-15,Late
STU0010,8,Mon,2025-02-18,Present
STU0010,8,Tue,2025-02-19,Present
STU0010,8,Wed,2025-02-20,Present
STU0010,8,Thu,2025-02-21,Absent
STU0010,8,Fri,2025-02-22,Absent
STU0010,9,Mon,2025-02-25,Absent
STU0010,9,Tue,2025-02-26,Present
STU0010,9,Wed,2025-02-27,Excused
STU0010,9,Thu,2025-02-28,Present
STU0010,9,Fri,2025-03-01,Present
STU0010,10,Mon,2025-03-04,Absent
STU0010,10,Tue,2025-03-05,Present
STU0010,10,Wed,2025-03-06,Absent
STU0010,10,Thu,2025-03-07,Present
STU0010,10,Fri,2025-03-08,Absent
STU0010,11,Mon,2025-03-11,Present
STU0010,11,Tue,2025-03-12,Absent
STU0010,11,Wed,2025-03-13,Excused
STU0010,11,Thu,2025-03-14,Present
STU0010,11,Fri,2025-03-15,Absent
STU0010,12,Mon,2025-03-18,Present
STU0010,12,Tue,2025-03-19,Absent
STU0010,12,Wed,2025-03-20,Late
STU0010,12,Thu,2025-03-21,Present
STU0010,12,Fri,2025-03-22,Present
STU0011,1,Mon,2024-12-31,Present
STU0011,1,Tue,2025-01-01,Present
STU0011,1,Wed,2025-01-02,Absent
STU0011,1,Thu,2025-01-03,Present
STU0011,1,Fri,2025-01-04,Present
STU0011,2,Mon,2025-01-07,Present
STU0011,2,Tue,2025-01-08,Present
STU0011,2,Wed,2025-01-09,Absent
STU0011,2,Thu,2025-01-10,Present
STU0011,2,Fri,2025-01-11,Present
STU0011,3,Mon,2025-01-14,Absent
STU0011,3,Tue,2025-01-15,Present
STU0011,3,Wed,2025-01-16,Present
STU0011,3,Thu,2025-01-17,Late
STU0011,3,Fri,2025-01-18,Present
STU0011,4,Mon,2025-01-21,Present
STU0011,4,Tue,2025-01-22,Present
STU0011,4,Wed,2025-01-23,Present
STU0011,4,Thu,2025-01-24,Absent
STU0011,4,Fri,2025-01-25,Absent
STU0011,5,Mon,2025-01-28,Excused
STU0011,5,Tue,2025-01-29,Present
STU0011,5,Wed,2025-01-30,Present
STU0011,5,Thu,2025-01-31,Present
STU0011,5,Fri,2025-02-01,Present
STU0011,6,Mon,2025-02-04,Excused
STU0011,6,Tue,2025-02-05,Present
STU0011,6,Wed,2025-02-06,Absent
STU0011,6,Thu,2025-02-07,Present
STU0011,6,Fri,2025-02-08,Present
STU0011,7,Mon,2025-02-11,Present
STU0011,7,Tue,2025-02-12,Present
STU0011,7,Wed,2025-02-13,Absent
STU0011,7,Thu,2025-02-14,Present
STU0011,7,Fri,2025-02-15,Present
STU0011,8,Mon,2025-02-18,Present
STU0011,8,Tue,2025-02-19,Present
STU0011,8,Wed,2025-02-20,Absent
STU0011,8,Thu,2025-02-21,Present
STU0011,8,Fri,2025-02-22,Present
STU0011,9,Mon,2025-02-25,Excused
STU0011,9,Tue,2025-02-26,Present
STU0011,9,Wed,2025-02-27,Present
STU0011,9,Thu,2025-02-28,Present
STU0011,9,Fri,2025-03-01,Present
STU0011,10,Mon,2025-03-04,Absent
STU0011,10,Tue,2025-03-05,Present
STU0011,10,Wed,2025-03-06,Present
STU0011,10,Thu,2025-03-07,Present
STU0011,10,Fri,2025-03-08,Present
STU0011,11,Mon,2025-03-11,Present
STU0011,11,Tue,2025-03-12,Present
STU0011,11,Wed,2025-03-13,Excused
STU0011,11,Thu,2025-03-14,Present
STU0011,11,Fri,2025-03-15,Present
